gram_key,brand name,description,corrected spelling,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag1_list,tag2_list,tag3_list,tag4_list,tag5_list
simple,,,,stopword,1.0,,,,,,,,,,,,
simply bliss,,,,modifier,2.0,,,,,,,,,,,,
sin carne,,,without beef,modifier,2.0,,,,,,,,,,,,
since,,,,stopword,1.0,,,,,,,,,,,,
singapore,,,,modifier,1.0,,,,,,,,,,,,
single,,,,modifier,1.0,,,,,,,,,,,,
sinigang,,filipino soup with meat,,f,1.0,"protein, vegetable, other",soup,,,,incomplete,3,"['protein', 'vegetable', 'other']",['soup'],,,
sip,,,,stopword,1.0,,,,,,,,,,,,
sirloin,,sirloin,,f,1.0,protein,red meat,beef,saturated fat,,complete,,['protein'],['red meat'],['beef'],['saturated fat'],
sirtfood,,,,modifier,1.0,,,,,,,,,,,,
six,,,,modifier,1.0,,,,,,,,,,,,
size,,,,modifier,1.0,,,,,,,,,,,,
skim,,,,modifier,1.0,,,,,,,,,,,,
skim milk,,skim milk,,b,2.0,dairy,milk,skim,,,complete,1,['dairy'],['milk'],['skim'],,
skimmed,,,,modifier,1.0,,,,,,,,,,,,
skimmed milk,,skim milk,skim milk,b,2.0,dairy,milk,skim,,,complete,1,['dairy'],['milk'],['skim'],,
skin restoring,,,,modifier,2.0,,,,,,,,,,,,
skinless,,,,modifier,1.0,,,,,,,,,,,,
skinny,,,,modifier,1.0,,,,,,,,,,,,
skinny syrup foam topping,,,,f,4.0,,,,,,,,,,,,
skippy,skippy,peanut butter,,f,1.0,nut,,,"highly processed, added sugar",,complete,4,['nut'],,,"['highly processed', 'added sugar']",
skirt,,,,stopword,1.0,,,,,,,,,,,,
skittle,,sweet,,f,1.0,dessert/sweet treat,,,,"added sugar, highly processed",,,['dessert/sweet treat'],,,,"['added sugar', 'highly processed']"
skyr,,dairy,icelandic skyr,f,1.0,dairy,yogurt,,fermented,,,,['dairy'],['yogurt'],,['fermented'],
slaw,,"salad,vege",,f,1.0,vegetable,,,,,,,['vegetable'],,,,
sleep,,,,stopword,1.0,,,,,,,,,,,,
sleepy,,,,stopword,1.0,,,,,,,,,,,,
sleepy time,,herbal tea,sleepytime tea,b,2.0,tea,herbal,,caffeine free,,complete,1,['tea'],['herbal'],,['caffeine free'],
slice,,,,modifier,1.0,,,,,,,,,,,,
sliced,,,,modifier,1.0,,,,,,,,,,,,
slide,,,,stopword,1.0,,,,,,,,,,,,
slider,,small hamburger,,f,1.0,"protein, grain","red meat, wheat",beef,,,incomplete,,"['protein', 'grain']","['red meat', 'wheat']",['beef'],,
slim,,,,modifier,1.0,,,,,,,,,,,,
slim fast,slimfast,,,modifier,2.0,,,,,,,,,,,,
slim fast shake,slim fast shake,slim fast shake,,b,3.0,protein,protein smoothie,,,,incomplete,4,['protein'],['protein smoothie'],,,
slim jim,slim jim,meat snack,,f,2.0,protein,"poultry, red meat","chicken, beef","saturated fat, high sodium, highly processed",,complete,4,['protein'],"['poultry', 'red meat']","['chicken', 'beef']","['saturated fat', 'high sodium', 'highly processed']",
slimline,,soda?,,modifier,1.0,,,,,,,,,,,,
sliver,,,,modifier,1.0,,,,,,,,,,,,
slivered,,,,modifier,1.0,,,,,,,,,,,,
sloppy joe,,beef sandwich,,f,2.0,"grain, protein, vegetable","wheat, red meat",beef,"added sugar, saturated fat",,,,"['grain', 'protein', 'vegetable']","['wheat', 'red meat']",['beef'],"['added sugar', 'saturated fat']",
slow,,,,stopword,1.0,,,,,,,,,,,,
slushy,,sweetned iced beverage,,b,1.0,other,,,"added sugar, artificial flavors",,complete,4,['other'],,,"['added sugar', 'artificial flavors']",
small,,,,modifier,1.0,,,,,,,,,,,,
small cup,,,,modifier,2.0,,,,,,,,,,,,
small glass,,,,modifier,2.0,,,,,,,,,,,,
small piece,,,,modifier,2.0,,,,,,,,,,,,
smart,,,,stopword,1.0,,,,,,,,,,,,
smart,,,,modifier,1.0,,,,,,,,,,,,
smart balance,smart balance,,,modifier,2.0,,,,,,,,,,,,
smartfood,smartfood,popcorn,,f,1.0,grain,corn,,,,complete,4,['grain'],['corn'],,,
smarties,smarties,candy,,f,1.0,dessert/sweet treat,candy,,"added sugar, highly processed",,complete,4,['dessert/sweet treat'],['candy'],,"['added sugar', 'highly processed']",
smash,,,,stopword,1.0,,,,,,,,,,,,
smashed,,,,modifier,1.0,,,,,,,,,,,,
smoke,,,,modifier,1.0,,,,,,,,,,,,
smoked,,,,modifier,1.0,,,,,,,,,,,,
smoked salmon,,smoked salmon,,f,2.0,protein,seafood,fish,,,,3,['protein'],['seafood'],['fish'],,
smokehouse,,,,stopword,1.0,,,,,,,,,,,,
smokies,,small sausages,,f,1.0,protein,"poultry, pork",chicken,,,incomplete,4,['protein'],"['poultry', 'pork']",['chicken'],,
smoky,,,,modifier,1.0,,,,,,,,,,,,
smooth,,,,modifier,1.0,,,,,,,,,,,,
smoothie,,,,b,1.0,juice/smoothie,,,,,vague,,['juice/smoothie'],,,,
smoothly,,,,modifier,1.0,,,,,,,,,,,,
smore,,smore,,f,1.0,"dessert/sweet treat, grain","wheat, chocolate",,"added sugar, saturated fat",,complete,4,"['dessert/sweet treat', 'grain']","['wheat', 'chocolate']",,"['added sugar', 'saturated fat']",
smores,,graham cracker with chocolate and marshmallow,,f,1.0,"dessert/sweet treat, grain","wheat, chocolate",,"added sugar, saturated fat",,incomplete,4,"['dessert/sweet treat', 'grain']","['wheat', 'chocolate']",,"['added sugar', 'saturated fat']",
smuckers,smuckers,,,modifier,1.0,,,,,,,,,,,,
snack,,,,f,1.0,,,,,,,,,,,,
snacking,,,,stopword,1.0,,,,,,,,,,,,
snake gourd,,snake gourd,,f,2.0,vegetable,,,,,complete,1,['vegetable'],,,,
snap pea,,snap peas,,f,2.0,protein,legume,bean,,,complete,1,['protein'],['legume'],['bean'],,
snapper,,snapper,,f,1.0,protein,seafood,fish,,,complete,3,['protein'],['seafood'],['fish'],,
snapple,snapple,tea or fruit drink,,b,1.0,"juice/smoothie, tea",,,"added sugar, highly processed",,vague,4,"['juice/smoothie', 'tea']",,,"['added sugar', 'highly processed']",
snicker,,chocolate bar,,f,1.0,"dessert/sweet treat, nut","chocolate, peanut",,"added sugar, bar, unsaturated fat, highly processed",,,,"['dessert/sweet treat', 'nut']","['chocolate', 'peanut']",,"['added sugar', 'bar', 'unsaturated fat', 'highly processed']",
snickerdoodle,,chocolate,,f,1.0,dessert/sweet treat,baked good,,"highly processed, added sugar",,complete,4,['dessert/sweet treat'],['baked good'],,"['highly processed', 'added sugar']",
snow pea,,vege,,f,2.0,protein,legume,pea,,,,,['protein'],['legume'],['pea'],,
soaked,,,,modifier,1.0,,,,,,,,,,,,
soap,,,,stopword,1.0,,,,,,,,,,,,
soba,,,,f,1.0,,,,,,,,,,,,
sockeye,,sockeye,,modifier,1.0,f,protein,seafood,fish,,complete,,['f'],['protein'],['seafood'],['fish'],
soda,,soda,,b,1.0,soda,,,"caffeine, added sugar",,complete,,['soda'],,,"['caffeine', 'added sugar']",
soda water,,,,w,2.0,,,,,,,,,,,,
sodium,,,,modifier,1.0,,,,,,,,,,,,
sofritas,,tofu,,f,1.0,protein,legume,soy,,,complete,3,['protein'],['legume'],['soy'],,
soft,,,,modifier,1.0,,,,,,,,,,,,
soft chewy granola bar,,granola bar,soft and chewy granola bar,f,4.0,grain,oat,,added sugar,bars,incomplete,4,['grain'],['oat'],,['added sugar'],['bars']
soft drink,,,,b,2.0,soda,,,,,,,['soda'],,,,
soja drink,,,,b,2.0,,,,,,,,,,,,
soju,,korean distilled alcohol,,b,1.0,alcohol,liquor,straight,,,complete,4,['alcohol'],['liquor'],['straight'],,
sonic,,,,stopword,1.0,,,,,,,,,,,,
sopapilla,,mexican bread,,f,1.0,grain,wheat,,"fried, added sugar",,complete,3,['grain'],['wheat'],,"['fried', 'added sugar']",
sope,,mexican dish with corn dough and toppings,,f,1.0,"grain, vegetable",corn,,,,incomplete,3,"['grain', 'vegetable']",['corn'],,,
sorbet,,,,f,1.0,,,,,,,,,,,,
soreen,soreen,malt loaf,,f,1.0,grain,barley,,highly processed,,incomplete,4,['grain'],['barley'],,['highly processed'],
sorghum,,sorghum,,f,1.0,grain,cereal grain,,,,complete,1,['grain'],['cereal grain'],,,
sorrel,,sorrel,,f,1.0,other,herb,,,,complete,1,['other'],['herb'],,,
sorry,,,,stopword,1.0,,,,,,,,,,,,
sou vide,,,,modifier,2.0,,,,,,,,,,,,
souffle,,baked egg-based pancake,,f,1.0,"protein, dairy","egg, butter, milk, cream",,saturated fat,,complete,4,"['protein', 'dairy']","['egg', 'butter', 'milk', 'cream']",,['saturated fat'],
soup,,soup,,f,1.0,other,soup,,high sodium,,complete,,['other'],['soup'],,['high sodium'],
sour,,,,modifier,1.0,,,,,,,,,,,,
sour cream,,sour cream,,f,2.0,dairy,milk,,fermented,,complete,4,['dairy'],['milk'],,['fermented'],
sour milk,,dairy,,b,2.0,dairy,,,,,,,['dairy'],,,,
sour patch kid,sour patch kids,gummy candy,sour patch kids,f,3.0,dessert/sweet treat,candy,,"added sugar, highly processed",,complete,4,['dessert/sweet treat'],['candy'],,"['added sugar', 'highly processed']",
sourdough,,sourdough,,f,1.0,grain,wheat,,high sodium,,incomplete,,['grain'],['wheat'],,['high sodium'],
sourdough bread,,sourdough bread,,f,2.0,grain,wheat,,high sodium,,complete,3,['grain'],['wheat'],,['high sodium'],
sourdough toast,,sourdough toast,,f,2.0,grain,wheat,,,,complete,3,['grain'],['wheat'],,,
soured,,,,modifier,1.0,,,,,,,,,,,,
souse,,souse,,f,1.0,,,,,,vague,v,,,,,
south,,,,stopword,1.0,,,,,,,,,,,,
southern,,,,modifier,1.0,,,,,,,,,,,,
southwest,,,,modifier,1.0,,,,,,,,,,,,
southwestern,,,,modifier,1.0,,,,,,,,,,,,
souvlaki,,small pieces of meat and vegetables on a skewer,,f,1.0,"protein, vegetable",,,,,incomplete,3,"['protein', 'vegetable']",,,,
soy,,,,modifier,1.0,,,,,,,,,,,,
soy cappuccino,,,,b,2.0,"dairy alternative, coffee",soy,,caffeine,,,,"['dairy alternative', 'coffee']",['soy'],,['caffeine'],
soy chunk,,defatted soy flour chunks,,f,2.0,protein,legume,bean,highly processed,,complete,4,['protein'],['legume'],['bean'],['highly processed'],
soy creamer,,,,b,2.0,,,,,,,,,,,,
soy latte,,latte with soy milk,,b,2.0,"coffee, dairy alternative",nut,,caffeine,,complete,4,"['coffee', 'dairy alternative']",['nut'],,['caffeine'],
soy milk,,soy milk,,b,2.0,dairy alternative,,,,,complete,4,['dairy alternative'],,,,
soy sauce,,,soy sauce,f,2.0,other,,,high sodium,sauce,,,['other'],,,['high sodium'],['sauce']
soy yogurt,,,soy yogurt,f,2.0,dairy alternative,soy,,fermented,,,,['dairy alternative'],['soy'],,['fermented'],
soybean,,soybean,,f,1.0,protein,legume,bean,,,complete,1,['protein'],['legume'],['bean'],,
soylent,,meal replacement,,b,1.0,other,,,,,,,['other'],,,,
soyrizo,,soy-based chorizo meat substitute,,f,1.0,protein,soy,,"high sodium, highly processed",,incomplete,4,['protein'],['soy'],,"['high sodium', 'highly processed']",
spaetzle,,,,f,1.0,,,,,,,,,,,,
spaghetti,,spaghetti,,f,1.0,grain,wheat,,,,complete,,['grain'],['wheat'],,,
spaghetti sauce,,,,f,2.0,other,sauce,,high sodium,sauce,,,['other'],['sauce'],,['high sodium'],['sauce']
spaghetti squash,,spaghetti squash,,f,2.0,vegetable,,,,,complete,1,['vegetable'],,,,
spam,,"meat, cooked pork",,f,1.0,protein,pork,,high sodium,,,,['protein'],['pork'],,['high sodium'],
spanakopita,,greek pie made of perfectly crispy layers of phyllo dough and a comforting filling of spinach and feta cheese,,f,1.0,"grain, vegetable, dairy","wheat, cheese",,saturated fat,,complete,4,"['grain', 'vegetable', 'dairy']","['wheat', 'cheese']",,['saturated fat'],
spanish,,,,modifier,1.0,,,,,,,,,,,,
spanish rice,,spanish rice,,f,2.0,grain,rice,,,,complete,3,['grain'],['rice'],,,
spare rib,,,,f,2.0,,,,,,,,,,,,
spark,,,,stopword,1.0,,,,,,,,,,,,
sparking,,,,modifier,1.0,,,,,,,,,,,,
sparking,,,,stopword,1.0,,,,,,,,,,,,
sparkling,,,,modifier,1.0,,,,,,,,,,,,
sparkling ice,,,,w,2.0,sparkling water,flavored carbonated water,,,,,,['sparkling water'],['flavored carbonated water'],,,
sparkling water,,sparkling water,,w,2.0,sparkling water,plain mineral water,,,,complete,1,['sparkling water'],['plain mineral water'],,,
sparkling wine,,,,b,2.0,alcohol,wine,,fermented,,,,['alcohol'],['wine'],,['fermented'],
spearmint,,spearmint,,f,1.0,other,mint,,,,complete,1,['other'],['mint'],,,
special,,,,stopword,1.0,,,,,,,,,,,,
special k,special k,cereal,special k cereal,f,2.0,grain,cereal grain,,,,incomplete,4,['grain'],['cereal grain'],,,
speck,,,,stopword,1.0,,,,,,,,,,,,
spelt,,wheat?,spelt wheat,f,1.0,grain,wheat,,,,complete,,['grain'],['wheat'],,,
spiced,,,,modifier,1.0,,,,,,,,,,,,
spicy,,,,modifier,1.0,,,,,,,,,,,,
spiked,,,,modifier,1.0,,,,,,,,,,,,
spin,,,,stopword,1.0,,,,,,,,,,,,
spin cycle class,,,,stopword,3.0,,,,,,,,,,,,
spinach,,vegetable,,f,1.0,vegetable,leafy,,,,complete,,['vegetable'],['leafy'],,,
spinach dip,,,,f,2.0,vegetable,"leafy, cream",,,dip,,,['vegetable'],"['leafy', 'cream']",,,['dip']
spinach leaf,,,,f,2.0,,,,,,,,,,,,
spinach salad,,spinach salad,,f,2.0,vegetable,leafy,,,,incomplete,3,['vegetable'],['leafy'],,,
spinach shake,,vegetable smoothie,,b,2.0,juice/smoothie,vegetable smoothie,,,,incomplete,1,['juice/smoothie'],['vegetable smoothie'],,,
spinach wrap,,spinach wrap,,f,2.0,"grain, vegetable","wheat, leafy",,,,vague,3,"['grain', 'vegetable']","['wheat', 'leafy']",,,
spindrift,spindrift,sparkling water with fruit juice (~13 calories in a serving) - also have alcoholic versions,,w,1.0,sparkling water,"flavored sparkling water, fruit",,,,incomplete,1,['sparkling water'],"['flavored sparkling water', 'fruit']",,,
spiral,,,,stopword,1.0,,,,,,,,,,,,
spirulina,,spirulina,spirulina,f,1.0,vegetable,leafy,,,,complete,,['vegetable'],['leafy'],,,
splash,,,,stopword,1.0,,,,,,,,,,,,
splenda,,splenda,,b,1.0,other,artificial sweetener,,artificial sweetener,,complete,,['other'],['artificial sweetener'],,['artificial sweetener'],
split pea and ham soup,,,,f,5.0,,,,,,,,,,,,
split pea soup,,split pea soup,,f,3.0,vegetable,,,high sodium,,incomplete,3,['vegetable'],,,['high sodium'],
sponge cake,,"sweet, dairy, flour",,f,2.0,"grain, dairy, protein","wheat, butter, egg",,"added sugar, saturated fat",,,,"['grain', 'dairy', 'protein']","['wheat', 'butter', 'egg']",,"['added sugar', 'saturated fat']",
spoon,,,,modifier,1.0,,,,,,,,,,,,
spoonful,,,,modifier,1.0,,,,,,,,,,,,
sport,,,,stopword,1.0,,,,,,,,,,,,
spot,,,,stopword,1.0,,,,,,,,,,,,
spray,,,,modifier,1.0,,,,,,,,,,,,
spread,,spread,,f,1.0,,,,,spread,vague,,,,,,['spread']
spring greens,,"mixed salad (usually baby spinach, baby greens)",,f,2.0,vegetable,leafy,,,,,,['vegetable'],['leafy'],,,
spring mix,,,,f,2.0,vegetable,leafy,,,,vague,1,['vegetable'],['leafy'],,,
spring mix greens,,spring mix greens,spring mix greens,f,3.0,vegetable,leafy,,,,incomplete,1,['vegetable'],['leafy'],,,
spring onion,,"vege, Also known as scallions or green onions",green onion,f,2.0,vegetable,root,,,,,,['vegetable'],['root'],,,
spring roll,,spring roll,,f,2.0,"grain, vegetable",rice,,,,incomplete,3,"['grain', 'vegetable']",['rice'],,,
spring water,,,,w,2.0,,,,,,,,,,,,
sprite,sprite,soda,,b,1.0,soda,,,"added sugar, caffeine",,complete,,['soda'],,,"['added sugar', 'caffeine']",
sprite zero,,,,b,2.0,soda,diet soda,,"caffeine, artifical sweetener",,,,['soda'],['diet soda'],,"['caffeine', 'artifical sweetener']",
spritzer,,wine and carbonated water,,b,1.0,"alcohol, sparkling water","wine, flavored mineral water",,fermented,,complete,3,"['alcohol', 'sparkling water']","['wine', 'flavored mineral water']",,['fermented'],
sprout,,,,f,1.0,vegetable,,,,,vague,,['vegetable'],,,,
sprouted,,,,modifier,1.0,,,,,,,,,,,,
sprouted bread,,,,f,2.0,grain,whole grain,,,,,,['grain'],['whole grain'],,,
sprouting,,,,modifier,1.0,,,,,,,,,,,,
spry,spry,vegetable shortening,,f,1.0,other,oil,vegetable,saturated fat,,complete,2,['other'],['oil'],['vegetable'],['saturated fat'],
spud,,potato,potato,f,1.0,vegetable,root,,,,complete,1,['vegetable'],['root'],,,
square,,,,modifier,1.0,,,,,,,,,,,,
squash,,squash,,f,1.0,fruit,,,,,complete,,['fruit'],,,,
squash soup,,squash soup,,f,2.0,vegetable,,,high sodium,,incomplete,3,['vegetable'],,,['high sodium'],
squeeze,,,,stopword,1.0,,,,,,,,,,,,
squeezed,,,,modifier,1.0,,,,,,,,,,,,
squid,,seafood,,f,1.0,protein,seafood,,,,,,['protein'],['seafood'],,,
squirt,squirt,soda,,b,1.0,soda,,,"caffeine, added sugar",,complete,4,['soda'],,,"['caffeine', 'added sugar']",
sriracha,sriracha,sriracha sauce,,f,1.0,fruit,berry,,,sauce,complete,,['fruit'],['berry'],,,['sauce']
st,,,,stopword,1.0,,,,,,,,,,,,
stack,,,,stopword,1.0,,,,,,,,,,,,
stake,,,,stopword,1.0,,,,,,,,,,,,
standard,,,,stopword,1.0,,,,,,,,,,,,
star anise,,spice,,f,2.0,other,spice,,,,complete,2,['other'],['spice'],,,
star fruit,,,,f,2.0,,,,,,,,,,,,
starbucks,starbucks,,,b,1.0,,,,,,vague,,,,,,
starburst,starburst,fruit candy,,f,1.0,dessert/sweet treat,candy,,"added sugar, artifical flavors",,complete,4,['dessert/sweet treat'],['candy'],,"['added sugar', 'artifical flavors']",
start,,,,stopword,1.0,,,,,,,,,,,,
start eating window,,,,stopword,3.0,,,,,,,,,,,,
starter,,,,stopword,1.0,,,,,,,,,,,,
steak,,steak,,f,1.0,protein,red meat,beef,saturated fat,,complete,,['protein'],['red meat'],['beef'],['saturated fat'],
steamed,,,,modifier,1.0,,,,,,,,,,,,
steamed broccoli,,broccoli,,f,2.0,vegetable,leafy,,,,complete,1,['vegetable'],['leafy'],,,
steel,,,,stopword,1.0,,,,,,,,,,,,
steel cut,,,,modifier,2.0,,,,,,,,,,,,
steel cut oat,,steel cut oat,,f,3.0,grain,oat,,,,complete,1,['grain'],['oat'],,,
steel cut oatmeal,,,,f,3.0,grain,oat,,,,,,['grain'],['oat'],,,
steel cut quinoa oatmeal,,quinoa oatmeal,,f,4.0,grain,"oat, whole grain",,,,incomplete,1,['grain'],"['oat', 'whole grain']",,,
stella,,,,modifier,1.0,,,,,,,,,,,,
stella artois,stella artois,brand of beer,,b,2.0,alcohol,beer,,fermented,,complete,3,['alcohol'],['beer'],,['fermented'],
stem,,,,stopword,1.0,,,,,,,,,,,,
stevia,,,,b,1.0,sweetner,,,,,,,['sweetner'],,,,
stevia canderel sachet,stevia,0 calorie natural sweetener,,f,3.0,other,,,artificial sweetener,,incomplete,4,['other'],,,['artificial sweetener'],
stevia drop,,sweetener,,b,2.0,other,,,"sweetener, additive, stevia",,complete,4,['other'],,,"['sweetener', 'additive', 'stevia']",
stevia extract,,natural 0 calorie sweetener,,b,2.0,other,,,"artificial sweetener, additive",,complete,4,['other'],,,"['artificial sweetener', 'additive']",
stevia monkfruit,,stevia & monkfruit,,b,2.0,other,artificial sweeteners,,artificial sweeteners,,complete,4,['other'],['artificial sweeteners'],,['artificial sweeteners'],
stevia sachet,stevia,0 calorie natural sweetener,,f,2.0,,,,sweetener,,incomplete,4,,,,['sweetener'],
stew,,stew,,f,1.0,"vegetable, protein",,,,,incomplete,,"['vegetable', 'protein']",,,,
stewed,,,,modifier,1.0,,,,,,,,,,,,
stick,,,,modifier,1.0,,,,,,,,,,,,
sticky,,,,modifier,1.0,,,,,,,,,,,,
sticky rice,,,,f,2.0,,,,,,,,,,,,
still,,,,modifier,1.0,,,,,,,,,,,,
still cut,,,,stopword,2.0,,,,,,,,,,,,
stir fried,,,,modifier,2.0,,,,,,,,,,,,
stir fry,,stir fry,,f,2.0,,,,,,vague,3,,,,,
stirfry,,,,modifier,1.0,,,,,,,,,,,,
stock,,,,modifier,1.0,,,,,,,,,,,,
stollen,,german fruit bread,,f,1.0,"dessert/sweet treat, grain, fruit, nut","baked good, wheat",,"saturated fat, added sugar",,incomplete,4,"['dessert/sweet treat', 'grain', 'fruit', 'nut']","['baked good', 'wheat']",,"['saturated fat', 'added sugar']",
stoned,,,,modifier,1.0,,,,,,,,,,,,
stouffers,,stouffer's,,modifier,1.0,,,,,,complete,,,,,,
stout,,stout,stout,b,1.0,alcohol,beer,,fermented,,complete,3,['alcohol'],['beer'],,['fermented'],
strained,,,,modifier,1.0,,,,,,,,,,,,
strawberry,,fruit,,f,1.0,fruit,,,,,complete,,['fruit'],,,,
strawberry banana smoothie,,strawberry banana smoothie,,b,3.0,juice/smoothie,fruit,,,,incomplete,1,['juice/smoothie'],['fruit'],,,
strawberry greek yogurt,,strawberry greek yogurt,,f,3.0,"dairy, fruit","yogurt, berry",,fermented,,incomplete,3,"['dairy', 'fruit']","['yogurt', 'berry']",,['fermented'],
strawberry jam,,stawberry jam,,f,2.0,fruit,berry,,added sugar,,complete,3,['fruit'],['berry'],,['added sugar'],
strawberry shortcake,,sweet,,f,2.0,"dessert/sweet treat, grain, dairy, fruit","wheat, cream,berry, baked good",,"added sugar, saturated fat",,,,"['dessert/sweet treat', 'grain', 'dairy', 'fruit']","['wheat', 'cream,berry', 'baked good']",,"['added sugar', 'saturated fat']",
street,,,,modifier,1.0,,,,,,,,,,,,
street taco,,street taco,,f,2.0,"grain, protein",corn,,,,vague,3,"['grain', 'protein']",['corn'],,,
string bean,,"vege, green bean",,f,2.0,vegetable,,,,,,1,['vegetable'],,,,
string cheese,,string cheese,,f,2.0,dairy,cheese,,saturated fat,,complete,3,['dairy'],['cheese'],,['saturated fat'],
stripe,,,,stopword,1.0,,,,,,,,,,,,
stromboli,,turnover filled with italian cheeses cold cuts or vegetables,,f,1.0,"grain, protein, dairy, fruit","wheat, pork, red meat, cheese",,"saturated fat, high sodium",,incomplete,3,"['grain', 'protein', 'dairy', 'fruit']","['wheat', 'pork', 'red meat', 'cheese']",,"['saturated fat', 'high sodium']",
strong,,,,stopword,1.0,,,,,,,,,,,,
strong,,,,modifier,1.0,,,,,,,,,,,,
stroopwafel,,wafer cookie with caramel filling,,f,1.0,"grain, dessert/sweet treat","wheat, chocolate",,"added sugar, highly processed",,complete,4,"['grain', 'dessert/sweet treat']","['wheat', 'chocolate']",,"['added sugar', 'highly processed']",
strudel,,,,f,1.0,,,,,,,,,,,,
stuffed,,,,modifier,1.0,,,,,,,,,,,,
stuffed bell pepper,,stuffed bell pepper,,f,3.0,vegetable,,,,,vague,3,['vegetable'],,,,
stuffing,,stuffing,,f,1.0,"grain, vegetable",wheat,,,,complete,,"['grain', 'vegetable']",['wheat'],,,
stur,stur,powder electrolytes,,b,1.0,sports drink,,,"electrolytes, antioxidants, stevia sweetened",,complete,4,['sports drink'],,,"['electrolytes', 'antioxidants', 'stevia sweetened']",
sub,,,,modifier,1.0,,,,,,,,,,,,
subji,,indian vegetable dish,,f,1.0,vegetable,,,,,incomplete,3,['vegetable'],,,,
submarine,,,,stopword,1.0,,,,,,,,,,,,
substitute,,,,modifier,1.0,,,,,,,,,,,,
substitute,,,,stopword,1.0,,,,,,,,,,,,
subway,subway,sandwich restaurant,,f,1.0,"grain, protein, vegetable",wheat,,,,incomplete,,"['grain', 'protein', 'vegetable']",['wheat'],,,
subzi,,"hindi for ""vegetable""",,f,1.0,vegetable,,,,,complete,1,['vegetable'],,,,
sucker,,,,stopword,1.0,,,,,,,,,,,,
sucralose,,artificial sweetener,,b,1.0,other,,,artificle sweetener,,complete,4,['other'],,,['artificle sweetener'],
sugar,,,,f,1.0,other,sugar,,,,,,['other'],['sugar'],,,
sugar free,,,,modifier,2.0,,,,,,,,,,,,
sugar snap pea,,,,f,3.0,vegetable,,pea,,,,,['vegetable'],,['pea'],,
sugar syrup,,simple syrup,,b,2.0,other,,,"added sugar, additive",,complete,2,['other'],,,"['added sugar', 'additive']",
sugary,,,,modifier,1.0,,,,,,,,,,,,
suja,,cold pressed fruit and vegetable juice,,b,1.0,juice/smoothie,"fruit, vegetable",,,,complete,3,['juice/smoothie'],"['fruit', 'vegetable']",,,
sultana,,white raisin,,f,1.0,fruit,berry,,added sugar,,complete,,['fruit'],['berry'],,['added sugar'],
sumac,,sumac,,f,1.0,other,spice,,,,complete,2,['other'],['spice'],,,
summer,,,,stopword,1.0,,,,,,,,,,,,
sun chip,,"snacks, grain chips",,f,2.0,grain,wheat,,"highly processed, high sodium",,,,['grain'],['wheat'],,"['highly processed', 'high sodium']",
sun dried tomato,,sun dried tomato,,f,3.0,fruit,dried fruit,,,,complete,1,['fruit'],['dried fruit'],,,
sunbites,sun bites,chips,,f,1.0,grain,"corn, wheat, oat",,highly processed,,complete,4,['grain'],"['corn', 'wheat', 'oat']",,['highly processed'],
sunbutter,sunbutter,sunflower seed butter,,f,1.0,seed,,,,,complete,3,['seed'],,,,
sunchips,sun chips,chips,,f,1.0,grain,wheat,,"highly processed, high sodium",,complete,4,['grain'],['wheat'],,"['highly processed', 'high sodium']",
sunchoke,,sunchoke artichoke,,f,1.0,vegetable,,,,,complete,1,['vegetable'],,,,
sundae,,,,f,1.0,,,,,,,,,,,,
sunday,,,,modifier,1.0,,,,,,,,,,,,
sundried tomato,,vege,,f,2.0,fruit,dried fruit,,,,,1,['fruit'],['dried fruit'],,,
sundries,,,sundried,modifier,1.0,,,,,,,,,,,,
sunflower,,sunflower,,f,1.0,seed,,,,,complete,,['seed'],,,,
sunflower butter,,,,f,2.0,seed,sunflower seed,,unsaturated fat,,,,['seed'],['sunflower seed'],,['unsaturated fat'],
sunflower seed,,sunflower seed,,f,2.0,seed,sunflower seed,,,,complete,1,['seed'],['sunflower seed'],,,
sunflower seed butter,,,,f,3.0,seed,sunflower seed,,unsaturated fat,,,,['seed'],['sunflower seed'],,['unsaturated fat'],
sunkist,sunkist,orange soda,,b,1.0,soda,,,"caffeine, added sugar",,incomplete,4,['soda'],,,"['caffeine', 'added sugar']",
sunny,,,,modifier,1.0,,,,,,,,,,,,
sunrise,,,,modifier,1.0,,,,,,,,,,,,
sunseeds,,sunflower seeds,sunflower seeds,f,1.0,seed,,,,,complete,1,['seed'],,,,
super,,,,stopword,1.0,,,,,,,,,,,,
super green,,,,b,2.0,juice/smoothie,vegetable,,,supplement,,,['juice/smoothie'],['vegetable'],,,['supplement']
superfood,,,,modifier,1.0,,,,,,,,,,,,
superfood creamer,laird superfood,creamer,,b,2.0,dairy alternative,creamer,,"added sugar, additive",,complete,4,['dairy alternative'],['creamer'],,"['added sugar', 'additive']",
supermix,isagenix,supermix,,b,1.0,,,,,supplement,incomplete,v,,,,,['supplement']
suplement,,,,modifier,1.0,modifier or general?,,,,,,,['modifier or general?'],,,,
supper,,,,f,1.0,other,,,,,,,['other'],,,,
support,,,,modifier,1.0,,,,,,,,,,,,
supreme,,,,modifier,1.0,,,,,,,,,,,,
surf turf,,surf and turf,surf and turf,f,2.0,protein,"red meat, seafood",beef,,,vague,3,['protein'],"['red meat', 'seafood']",['beef'],,
