gram_key,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag1_list,tag2_list,tag3_list,tag4_list,tag5_list,tag6,tag7
l lysine,m,2,supplement,herpes,,,,['supplement'],['herpes'],,,,,
l methylfolate,m,2,supplement,folate deficiency,,,,['supplement'],['folate deficiency'],,,,,
l mthf,m,2,supplement,folate deficiency,,l methylfolate,,['supplement'],['folate deficiency'],,['l methylfolate'],,,
l theanine,m,2,supplement,cognitive function,,,,['supplement'],['cognitive function'],,,,,
l tryptophan,m,2,supplement,"premenstrual syndrome, depression, insomnia",,,,['supplement'],"['premenstrual syndrome', 'depression', 'insomnia']",,,,,
l tyrosine,m,2,supplement,phenylketonuria,,,,['supplement'],['phenylketonuria'],,,,,
labetalol,m,1,prescription,hypertension,,,beta-blocker,['prescription'],['hypertension'],,,['beta-blocker'],,
lactobacillus gasseri,m,2,supplement,"ulcerative colitis, irritable bowel syndrome, digestive health",,,,['supplement'],"['ulcerative colitis', 'irritable bowel syndrome', 'digestive health']",,,,,
lactoferrin,m,1,supplement,"iron deficiency, sepsis",,,,['supplement'],"['iron deficiency', 'sepsis']",,,,,
lactulose,m,1,prescription,constipation,,,,['prescription'],['constipation'],,,,,
lamictal,m,1,prescription,"epilepsy, seizure",,,,['prescription'],"['epilepsy', 'seizure']",,,,,
lamotrigine,m,1,prescription,"epilepsy, bipolar disorder, migraine, headache",,,,['prescription'],"['epilepsy', 'bipolar disorder', 'migraine', 'headache']",,,,,
lansoprazole,m,1,prescription,gerd,,,proton pump inhibitor,['prescription'],['gerd'],,,['proton pump inhibitor'],,
lantus,m,1,prescription,diabetes,,,,['prescription'],['diabetes'],,,,,
lasix,m,1,prescription,"heart failure, edema",,furosemide,diuretics,['prescription'],"['heart failure', 'edema']",,['furosemide'],['diuretics'],,
laxative,m,1,category,constipation,,,,['category'],['constipation'],,,,,
lecithin,m,1,supplement,"alzheimer disease, dementia",,,,['supplement'],"['alzheimer disease', 'dementia']",,,,,
legalon,m,1,supplement,liver health,,,,['supplement'],['liver health'],,,,,
lemsip,m,1,otc,"cold, flu",,,,['otc'],"['cold', 'flu']",,,,,
leptin manager,m,2,supplement,digestive health,,,,['supplement'],['digestive health'],,,,,
lercanidipine,m,1,prescription,hypertension,,,calcium channel blocker,['prescription'],['hypertension'],,,['calcium channel blocker'],,
letrozole,m,1,prescription,breast cancer,,,,['prescription'],['breast cancer'],,,,,
levaxin,m,1,prescription,hypothyroidism,,levothyroxine,,['prescription'],['hypothyroidism'],,['levothyroxine'],,,
levemir u,m,2,prescription,diabetes,,,,['prescription'],['diabetes'],,,,,
levetiracetam,m,1,prescription,"seizure, epilepsy",,keppra,,['prescription'],"['seizure', 'epilepsy']",,['keppra'],,,
levlen,m,1,prescription,contraceptive,,,,['prescription'],['contraceptive'],,,,,
levocarnitine,m,1,prescription,"carnitine, kidney disease",,,,['prescription'],"['carnitine', 'kidney disease']",,,,,
levothroid,m,1,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
levothyroxine,m,1,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
levoxyl,m,1,prescription,hypothyroidism,,levothyroxine,,['prescription'],['hypothyroidism'],,['levothyroxine'],,,
lexapro,m,1,prescription,"depression, anxiety",antidepressant,,,['prescription'],"['depression', 'anxiety']",['antidepressant'],,,,
lialda,m,1,prescription,ulcerative colitis,,,,['prescription'],['ulcerative colitis'],,,,,
life extension,m,2,brand,general health,,,,['brand'],['general health'],,,,,
linagliptin,m,1,prescription,diabetes,,,,['prescription'],['diabetes'],,,,,
linzess,m,1,"prescription, otc","irritable bowel syndrome, chronic idopathic constipation, constipation",,,,"['prescription', 'otc']","['irritable bowel syndrome', 'chronic idopathic constipation', 'constipation']",,,,,
liothyronine,m,1,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
lipitor,m,1,prescription,hypercholesterolaemia,statin,,statin,['prescription'],['hypercholesterolaemia'],['statin'],,['statin'],,
lipo flavonoid,m,2,supplement,ear health,,,,['supplement'],['ear health'],,,,,
lipoic,m,1,supplement,antioxidant,,,,['supplement'],['antioxidant'],,,,,
lipoic acid,m,2,supplement,antioxidant,,,,['supplement'],['antioxidant'],,,,,
liposomal vitamin c,m,3,supplement,vitamin c,,,,['supplement'],['vitamin c'],,,,,
lisinopril,m,1,prescription,hypertension,,heart failure,ACE-inhibitor,['prescription'],['hypertension'],,['heart failure'],['ACE-inhibitor'],,
lithium,m,1,supplement,"alzheimer disease, parkinsons disease, cognitive function",,,,['supplement'],"['alzheimer disease', 'parkinsons disease', 'cognitive function']",,,,,
livalo,m,1,prescription,"hypercholesterolaemia, hypercholesterolaemia",statin,,statin,['prescription'],"['hypercholesterolaemia', 'hypercholesterolaemia']",['statin'],,['statin'],,
livton,m,1,supplement,digestive health,,,,['supplement'],['digestive health'],,,,,
llysine,m,1,supplement,herpes,,lysine,,['supplement'],['herpes'],,['lysine'],,,
loloestrin fe,m,2,prescription,contraceptive,,,,['prescription'],['contraceptive'],,,,,
lomedia fe,m,2,prescription,contraceptive,,,,['prescription'],['contraceptive'],,,,,
longjack,m,1,supplement,"fever, erectile dysfunction, bacterial infection",tongkat ali,,,['supplement'],"['fever', 'erectile dysfunction', 'bacterial infection']",['tongkat ali'],,,,
loratadine,m,1,otc,"itching, allergy, hay fever",,,,['otc'],"['itching', 'allergy', 'hay fever']",,,,,
lorazepam,m,1,prescription,"anxiety, nausea",,,,['prescription'],"['anxiety', 'nausea']",,,,,
losartan,m,1,prescription,"hypertension, kidney failure",,,ARB,['prescription'],"['hypertension', 'kidney failure']",,,['ARB'],,
lotrel,m,1,prescription,hypertension,,,"ACE-inhibitor, calcium channel blocker",['prescription'],['hypertension'],,,"['ACE-inhibitor', 'calcium channel blocker']",,
lovastatin,m,1,prescription,"hypercholesterolaemia, heart disease, hypercholesterolaemia",,,statin,['prescription'],"['hypercholesterolaemia', 'heart disease', 'hypercholesterolaemia']",,,['statin'],,
lozap,m,1,prescription,"hypertension, kidney failure",,losartan,ARB,['prescription'],"['hypertension', 'kidney failure']",,['losartan'],['ARB'],,
lozap h,m,2,prescription,"hypertension, kidney failure",,losartan,"ARB, diuretics (thiazide)",['prescription'],"['hypertension', 'kidney failure']",,['losartan'],"['ARB', 'diuretics (thiazide)']",,
lutein,m,1,supplement,eye health,,,,['supplement'],['eye health'],,,,,
lyrica,m,1,prescription,"fibromyalgia, spinal cord injury, nerve damage, shingles, diabetes",,,,['prescription'],"['fibromyalgia', 'spinal cord injury', 'nerve damage', 'shingles', 'diabetes']",,,,,
lysine,m,1,supplement,herpes,,,,['supplement'],['herpes'],,,,,
macrobid,m,1,prescription,urinary tract infection,,,,['prescription'],['urinary tract infection'],,,,,
macuhealth,m,1,supplement,eye health,,,,['supplement'],['eye health'],,,,,
macushield,m,1,"brand, supplement",eye health,,,,"['brand', 'supplement']",['eye health'],,,,,
macushield eye capsule,m,3,supplement,eye health,,,,['supplement'],['eye health'],,,,,
macushield vitamin,m,2,supplement,eye health,,,,['supplement'],['eye health'],,,,,
magmind,m,1,supplement,brain health,,,,['supplement'],['brain health'],,,,,
magnesia,m,1,supplement,magnesium,,,,['supplement'],['magnesium'],,,,,
magnesio,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
magnesium,m,1,supplement,magnesium,,,,['supplement'],['magnesium'],,,,,
magnesium chloride,m,2,supplement,"magnesium, diabetes, hypertension, osteoporosis, migraine",,,,['supplement'],"['magnesium', 'diabetes', 'hypertension', 'osteoporosis', 'migraine']",,,,,
magnesium citrate,m,2,supplement,constipation,laxative,,,['supplement'],['constipation'],['laxative'],,,,
magnesium glycinate,m,2,supplement,"anxiety, bone health, diabetes",,,,['supplement'],"['anxiety', 'bone health', 'diabetes']",,,,,
magnesium malate,m,2,supplement,"magnesium, headache, migraine",,,,['supplement'],"['magnesium', 'headache', 'migraine']",,,,,
magnesium vitamin,m,2,supplement,magnesium,,,,['supplement'],['magnesium'],,,,,
manganese,m,1,supplement,manganese deficiency,,,,['supplement'],['manganese deficiency'],,,,,
marjoram,m,1,supplement,"runny nose, cough, cold",,,,['supplement'],"['runny nose', 'cough', 'cold']",,,,,
maxide,m,1,prescription,"hypertension, edema",diuretic,,diuretics,['prescription'],"['hypertension', 'edema']",['diuretic'],,['diuretics'],,
mct,m,1,supplement,oil,,,,['supplement'],['oil'],,,,,
mct oil,m,2,supplement,weight loss,,,,['supplement'],['weight loss'],,,,,
mcts,m,1,supplement,weight loss,,,,['supplement'],['weight loss'],,,,,
mebeverine,m,1,otc,"muscle spasm, stomach cramp",,,,['otc'],"['muscle spasm', 'stomach cramp']",,,,,
meclizine,m,1,"prescription, otc","motion sickness, vertigo",,,,"['prescription', 'otc']","['motion sickness', 'vertigo']",,,,,
medd,m,1,prescription,pain relief,morphine equivalent daily dose,,,['prescription'],['pain relief'],['morphine equivalent daily dose'],,,,
medication,m,1,category,general health,,,,['category'],['general health'],,,,,
medicine,m,1,category,general health,,,,['category'],['general health'],,,,,
megahydrate,m,1,supplement,"general health, antioxidant",,,,['supplement'],"['general health', 'antioxidant']",,,,,
meganeuron,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
melatonin,m,1,supplement,"sleep, insomnia",,,,['supplement'],"['sleep', 'insomnia']",,,,,
melatonin forte,m,2,supplement,"sleep, insomnia",,,,['supplement'],"['sleep', 'insomnia']",,,,,
meldonium,m,1,prescription,"angina, heart attack, heart failure",,,,['prescription'],"['angina', 'heart attack', 'heart failure']",,,,,
meloxicam,m,1,prescription,inflammation,,,,['prescription'],['inflammation'],,,,,
mercaptopurine,m,1,prescription,leukemia,chemotherapy,,,['prescription'],['leukemia'],['chemotherapy'],,,,
meriva,m,1,supplement,antioxidant,,curcumin,,['supplement'],['antioxidant'],,['curcumin'],,,
meriva sf,m,2,supplement,antioxidant,,curcumin,,['supplement'],['antioxidant'],,['curcumin'],,,
mesalamine,m,1,prescription,ulcerative colitis,,,,['prescription'],['ulcerative colitis'],,,,,
mesalazine,m,1,prescription,"ulcerative colitis, crohns disease",,,,['prescription'],"['ulcerative colitis', 'crohns disease']",,,,,
metabolic thyro,m,2,supplement,thyroid health,,,,['supplement'],['thyroid health'],,,,,
metamucil,m,1,supplement,digestive health,,,,['supplement'],['digestive health'],,,,,
metformin,m,1,prescription,"diabetes, polycystic ovary syndrome",,biguanide,,['prescription'],"['diabetes', 'polycystic ovary syndrome']",,['biguanide'],,,
methadone,m,1,prescription,"pain relief, opioid use disorder",,,,['prescription'],"['pain relief', 'opioid use disorder']",,,,,
methimazole,m,1,prescription,hyperthyroidism,,,,['prescription'],['hyperthyroidism'],,,,,
methocarbamol,m,1,prescription,"muscle spasm, muscle pain",,,,['prescription'],"['muscle spasm', 'muscle pain']",,,,,
methyl b,m,2,supplement,metabolic health,,,,['supplement'],['metabolic health'],,,,,
methylfolate,m,1,supplement,brain health,,,,['supplement'],['brain health'],,,,,
methylphenidate,m,1,prescription,"adhd, narcolepsy",,,,['prescription'],"['adhd', 'narcolepsy']",,,,,
methylprednisolone,m,1,prescription,"inflammation, arthritis, asthma, allergy",,,,['prescription'],"['inflammation', 'arthritis', 'asthma', 'allergy']",,,,,
metoprolol,m,1,prescription,"hypertension, angina",,,beta-blocker,['prescription'],"['hypertension', 'angina']",,,['beta-blocker'],,
metronidazole,m,1,prescription,"bacterial infection, ulcer",,,,['prescription'],"['bacterial infection', 'ulcer']",,,,,
micardis,m,1,prescription,hypertension,,,ARB,['prescription'],['hypertension'],,,['ARB'],,
microgestin fe,m,2,prescription,contraceptive,,,,['prescription'],['contraceptive'],,,,,
midol,m,1,"otc, brand","period symptoms, cramps, bloating, fatigue, water weight gain, backache",,,,"['otc', 'brand']","['period symptoms', 'cramps', 'bloating', 'fatigue', 'water weight gain', 'backache']",,,,,
migrelief,m,1,supplement,migraine,,,,['supplement'],['migraine'],,,,,
milk thistle,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
minoxidil,m,1,supplement,"hepatitis, cirrhosis, jaundice, diabetes, indigestion",,,,['supplement'],"['hepatitis', 'cirrhosis', 'jaundice', 'diabetes', 'indigestion']",,,,,
miralax,m,1,otc,constipation,,,,['otc'],['constipation'],,,,,
mirtazapine,m,1,prescription,depression,,,,['prescription'],['depression'],,,,,
moclobemide,m,1,prescription,depression,,,,['prescription'],['depression'],,,,,
modafinil,m,1,prescription,"narcolepsy, shift work sleep disorder",,,,['prescription'],"['narcolepsy', 'shift work sleep disorder']",,,,,
mometasone,m,1,otc,"inflammation, psoriasis, eczema",mometasone furoate,,,['otc'],"['inflammation', 'psoriasis', 'eczema']",['mometasone furoate'],,,,
mometasone furoate,m,2,otc,"inflammation, psoriasis, eczema",mometasone,,,['otc'],"['inflammation', 'psoriasis', 'eczema']",['mometasone'],,,,
montelukast,m,1,prescription,asthma,leukotriene receptor antagonist,,,['prescription'],['asthma'],['leukotriene receptor antagonist'],,,,
motrin,m,1,"prescription, otc","pain relief, fever",,,,"['prescription', 'otc']","['pain relief', 'fever']",,,,,
msm,m,1,supplement,"joint pain, inflammation",,methylsulfonylmethane,,['supplement'],"['joint pain', 'inflammation']",,['methylsulfonylmethane'],,,
mucinex,m,1,otc,"cold, flu, congestion",,,,['otc'],"['cold', 'flu', 'congestion']",,,,,
multi vitamin,m,2,category,general health,,,,['category'],['general health'],,,,,
multi vitamin sport,m,3,supplement,general health,,,,['supplement'],['general health'],,,,,
multimineral,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
multivitamin,m,1,category,general health,,,,['category'],['general health'],,,,,
mvi,m,1,prescription,general health,multivitamin injection,,,['prescription'],['general health'],['multivitamin injection'],,,,
mycocholest,m,1,supplement,hypercholesterolaemia,,,,['supplement'],['hypercholesterolaemia'],,,,,
mycophenolate,m,1,prescription,organ transplant,,,,['prescription'],['organ transplant'],,,,,
mydayis,m,1,prescription,adhd,,,,['prescription'],['adhd'],,,,,
myo inositol,m,2,supplement,"metabolic syndrome, polycystic ovary syndrome",,,,['supplement'],"['metabolic syndrome', 'polycystic ovary syndrome']",,,,,
n acetyl cysteine,m,3,supplement,"cough, tylenol poisoning",,nac,,['supplement'],"['cough', 'tylenol poisoning']",,['nac'],,,
nac,m,1,supplement,"cough, tylenol poisoning",,n acetyl cysteine,,['supplement'],"['cough', 'tylenol poisoning']",,['n acetyl cysteine'],,,
nacl,m,1,supplement,dehydration,,salt,,['supplement'],['dehydration'],,['salt'],,,
nad,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
naltrexone,m,1,prescription,"opioid use disorder, alcohol use disorder",,,,['prescription'],"['opioid use disorder', 'alcohol use disorder']",,,,,
nam cold,m,2,otc,"congestion, cold",,,,['otc'],"['congestion', 'cold']",,,,,
naproxen,m,1,"prescription, otc","pain relief, inflammation",,,,"['prescription', 'otc']","['pain relief', 'inflammation']",,,,,
nasacort,m,1,otc,"congestion, cold",,,,['otc'],"['congestion', 'cold']",,,,,
nasal spray,m,2,category,"itching, congestion",antihistamine,,,['category'],"['itching', 'congestion']",['antihistamine'],,,,
nasalcort aq,m,2,otc,allergy,,,,['otc'],['allergy'],,,,,
natifem,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
nature throid,m,2,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
neocell collagen powder,m,3,supplement,collagen production,,,,['supplement'],['collagen production'],,,,,
nervefix,m,1,otc,pain relief,,,,['otc'],['pain relief'],,,,,
neuromium,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
neuromium ala plus,m,3,supplement,general health,,,,['supplement'],['general health'],,,,,
neurontin,m,1,prescription,"partial seizure, neuropathic pain",gabapentin,,,['prescription'],"['partial seizure', 'neuropathic pain']",['gabapentin'],,,,
neuropaquell,m,1,supplement,neuropathy,,,,['supplement'],['neuropathy'],,,,,
nexium,m,1,"prescription,otc","acid reflux, ulcer, heartburn, cough",,esomeprazole,proton pump inhibitor,"['prescription,otc']","['acid reflux', 'ulcer', 'heartburn', 'cough']",,['esomeprazole'],['proton pump inhibitor'],,
niacel,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
niacin,m,1,"prescription, otc, supplement",hypercholesterolaemia,,,nicotinic acid,"['prescription', 'otc', 'supplement']",['hypercholesterolaemia'],,,['nicotinic acid'],,
niacinamide,m,1,supplement,skin care,,,,['supplement'],['skin care'],,,,,
niagen,m,1,supplement,general health,tru niagen,,,['supplement'],['general health'],['tru niagen'],,,,
nicotinamide,m,1,supplement,"acne, rosacea",,,,['supplement'],"['acne', 'rosacea']",,,,,
nicotinamide riboside,m,2,supplement,"hypercholesterolaemia, hypertension, alzheimer disease",,,,['supplement'],"['hypercholesterolaemia', 'hypertension', 'alzheimer disease']",,,,,
nifedipine,m,1,prescription,"angina, hypertension",,,calcium channel blocker,['prescription'],"['angina', 'hypertension']",,,['calcium channel blocker'],,
night time htp,m,3,supplement,sleep,,,,['supplement'],['sleep'],,,,,
nmn,m,1,supplement,"diabetes, brain health, heart health",,,,['supplement'],"['diabetes', 'brain health', 'heart health']",,,,,
nmn resveratrol,m,2,supplement,"diabetes, brain health, heart health",,,,['supplement'],"['diabetes', 'brain health', 'heart health']",,,,,
nodol,m,1,otc,"joint pain, edema",,,,['otc'],"['joint pain', 'edema']",,,,,
nootropics,m,1,"category, supplement",brain health,,,,"['category', 'supplement']",['brain health'],,,,,
norco,m,1,prescription,pain relief,hydrocodone,,,['prescription'],['pain relief'],['hydrocodone'],,,,
norqd,m,1,prescription,contraceptive,,,,['prescription'],['contraceptive'],,,,,
nortrel,m,1,otc,contraceptive,,,,['otc'],['contraceptive'],,,,,
nortriptyline,m,1,prescription,"nerve pain, depression",,,,['prescription'],"['nerve pain', 'depression']",,,,,
norvasc,m,1,prescription,"hypertension, angina, coronary artery disease",,,calcium channel blocker,['prescription'],"['hypertension', 'angina', 'coronary artery disease']",,,['calcium channel blocker'],,
norvir,m,1,prescription,hiv,,,,['prescription'],['hiv'],,,,,
novolin r,m,2,"prescription, otc",diabetes,,,,"['prescription', 'otc']",['diabetes'],,,,,
novolog,m,1,prescription,diabetes,,,,['prescription'],['diabetes'],,,,,
novopulmon,m,1,prescription,asthma,,,,['prescription'],['asthma'],,,,,
np thyroid,m,2,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
nurofen,m,1,prescription,pain relief,,,,['prescription'],['pain relief'],,,,,
nutrafol,m,1,supplement,hair growth,,,,['supplement'],['hair growth'],,,,,
nutraview,m,1,supplement,eye health,,,,['supplement'],['eye health'],,,,,
nutrilite pm pack,m,3,supplement,general health,,,,['supplement'],['general health'],,,,,
nuvigil,m,1,prescription,"sleepiness, narcolepsy, sleep apnea, osahs",,armodafinil,,['prescription'],"['sleepiness', 'narcolepsy', 'sleep apnea', 'osahs']",,['armodafinil'],,,
nyquil,m,1,otc,"cough, cold, flu, congestion",,,,['otc'],"['cough', 'cold', 'flu', 'congestion']",,,,,
nystatin,m,1,"prescription, otc",fungal infection,,,,"['prescription', 'otc']",['fungal infection'],,,,,
ocuvite,m,1,supplement,eye health,,,,['supplement'],['eye health'],,,,,
olmesartan,m,1,prescription,hypertension,,,ARB,['prescription'],['hypertension'],,,['ARB'],,
olmesartan medoxomil,m,2,prescription,hypertension,olmesartan,,ARB,['prescription'],['hypertension'],['olmesartan'],,['ARB'],,
omacor,m,1,otc,"heart health, coronary artery disease",,,,['otc'],"['heart health', 'coronary artery disease']",,,,,
omega,m,1,supplement,heart health,,,,['supplement'],['heart health'],,,,,
omega essential fatty acid,m,4,supplement,heart health,,,,['supplement'],['heart health'],,,,,
omega fish oil,m,3,supplement,heart health,,,,['supplement'],['heart health'],,,,,
omega vitamin,m,2,supplement,heart health,,,,['supplement'],['heart health'],,,,,
omegabrite,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
omeprazole,m,1,"prescription, otc","gerd, ulcer",,,proton pump inhibitor,"['prescription', 'otc']","['gerd', 'ulcer']",,,['proton pump inhibitor'],,
onnit day pack,m,3,supplement,general health,,,,['supplement'],['general health'],,,,,
onnit tpc,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
opc,m,1,supplement,"heart health, immune support",,,,['supplement'],"['heart health', 'immune support']",,,,,
optivite,m,1,supplement,"premenstrual syndrome, dietary supplement",,,,['supplement'],"['premenstrual syndrome', 'dietary supplement']",,,,,
optivite vitamin,m,2,supplement,"premenstrual syndrome, dietary supplement",,,,['supplement'],"['premenstrual syndrome', 'dietary supplement']",,,,,
ospemifene,m,1,prescription,"vaginal dryness, menopause",osphena,,,['prescription'],"['vaginal dryness', 'menopause']",['osphena'],,,,
osphena,m,1,prescription,"vaginal dryness, menopause",ospemifene,,,['prescription'],"['vaginal dryness', 'menopause']",['ospemifene'],,,,
osteo biflex,m,2,supplement,joint health,,,,['supplement'],['joint health'],,,,,
osteo biotect,m,2,supplement,bone health,,,,['supplement'],['bone health'],,,,,
ox bile,m,2,supplement,liver health,,,,['supplement'],['liver health'],,,,,
oxazepam,m,1,prescription,anxiety,,,,['prescription'],['anxiety'],,,,,
oxcarbazepine,m,1,prescription,partial seizure,,,,['prescription'],['partial seizure'],,,,,
oxybutynin,m,1,prescription,"overactive bladder, spina bifida",,,,['prescription'],"['overactive bladder', 'spina bifida']",,,,,
oxycodone,m,1,prescription,pain relief,,,,['prescription'],['pain relief'],,,,,
oxycontin,m,1,prescription,pain relief,,,,['prescription'],['pain relief'],,,,,
pain medication,m,2,category,pain relief,,,,['category'],['pain relief'],,,,,
painkiller,m,1,category,pain relief,,,,['category'],['pain relief'],,,,,
panadol,m,1,otc,"pain relief, fever",,"tylenol, acetaminophen",,['otc'],"['pain relief', 'fever']",,"['tylenol', 'acetaminophen']",,,
pancreatin,m,1,"otc, supplement",indigestion,,,,"['otc', 'supplement']",['indigestion'],,,,,
pantoprazole,m,1,"prescription, otc","gerd, ulcer, heartburn, acid reflux",,,proton pump inhibitor,"['prescription', 'otc']","['gerd', 'ulcer', 'heartburn', 'acid reflux']",,,['proton pump inhibitor'],,
pantothenic acid,m,2,supplement,pantothenic acid deficiency,,,,['supplement'],['pantothenic acid deficiency'],,,,,
paracetamol,m,1,otc,"pain relief, fever",,acetaminophen,,['otc'],"['pain relief', 'fever']",,['acetaminophen'],,,
paralen,m,1,otc,fever,,,,['otc'],['fever'],,,,,
paroxetine,m,1,prescription,depression,,,,['prescription'],['depression'],,,,,
paxil,m,1,prescription,"depression, panic disorder, social anxiety disorder",,,,['prescription'],"['depression', 'panic disorder', 'social anxiety disorder']",,,,,
pectasol c,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
penecillin,m,1,prescription,bacterial infection,,,,['prescription'],['bacterial infection'],,,,,
pepcid,m,1,"prescription, otc","gerd, heartburn",,,histamine 2 receptor antagonist,"['prescription', 'otc']","['gerd', 'heartburn']",,,['histamine 2 receptor antagonist'],,
peptide,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
pepzin gi,m,2,supplement,digestive health,,,,['supplement'],['digestive health'],,,,,
percocet,m,1,prescription,pain relief,,,,['prescription'],['pain relief'],,,,,
perindopril,m,1,prescription,hypertension,,,ACE-inhibitor,['prescription'],['hypertension'],,,['ACE-inhibitor'],,
perindopril amlodipine,m,2,prescription,hypertension,,,ACE-inhibitor,['prescription'],['hypertension'],,,['ACE-inhibitor'],,
phen,m,1,prescription,weight loss,,phendimetrazine,,['prescription'],['weight loss'],,['phendimetrazine'],,,
phentermine,m,1,prescription,weight loss,,,,['prescription'],['weight loss'],,,,,
phosphatidylserine,m,1,supplement,brain health,,,,['supplement'],['brain health'],,,,,
phyto adr,m,2,supplement,adrenal gland health,,,,['supplement'],['adrenal gland health'],,,,,
pioglitazone,m,1,prescription,diabetes,,,,['prescription'],['diabetes'],,,,,
piperine,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
pitavastatin,m,1,prescription,hypercholesterolaemia,,,statin,['prescription'],['hypercholesterolaemia'],,,['statin'],,
plant sterol,m,2,supplement,hypercholesterolaemia,,,,['supplement'],['hypercholesterolaemia'],,,,,
plaquenil,m,1,prescription,"arthritis, lupus",,,,['prescription'],"['arthritis', 'lupus']",,,,,
plavix,m,1,prescription,blood clot,clopidogrel,,,['prescription'],['blood clot'],['clopidogrel'],,,,
plexus slim,m,2,supplement,weight loss,,,,['supplement'],['weight loss'],,,,,
policosanol,m,1,supplement,"leg pain, hypercholesterolaemia, heart disease",,,,['supplement'],"['leg pain', 'hypercholesterolaemia', 'heart disease']",,,,,
polyphenol,m,1,supplement,antioxidant,,,,['supplement'],['antioxidant'],,,,,
polyphenols,m,1,supplement,antioxidant,,,,['supplement'],['antioxidant'],,,,,
polyphenomenal,m,1,supplement,"antioxidant, general health",,,,['supplement'],"['antioxidant', 'general health']",,,,,
polyreserveratrol sr,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
potassium,m,1,"prescription, otc",potassium deficiency,,,,"['prescription', 'otc']",['potassium deficiency'],,,,,
pqq,m,1,supplement,mental health,,pyrroloquinoline quinone,,['supplement'],['mental health'],,['pyrroloquinoline quinone'],,,
pradaxa,m,1,prescription,blood clot,,,,['prescription'],['blood clot'],,,,,
pramipexole,m,1,supplement,parkinsons disease,,,,['supplement'],['parkinsons disease'],,,,,
pravastatin,m,1,prescription,hypercholesterolaemia,,,statin,['prescription'],['hypercholesterolaemia'],,,['statin'],,
prebiotic,m,1,supplement,digestive health,,,,['supplement'],['digestive health'],,,,,
prebiotin,m,1,supplement,,,,,['supplement'],,,,,,
prednisolone,m,1,prescription,"inflammation, arthritis, asthma, lupus, multiple sclerosis",,,,['prescription'],"['inflammation', 'arthritis', 'asthma', 'lupus', 'multiple sclerosis']",,,,,
prednisone,m,1,prescription,"corticosteroid, multiple sclerosis, arthritis",,,,['prescription'],"['corticosteroid', 'multiple sclerosis', 'arthritis']",,,,,
pregabalin,m,1,prescription,"pain relief, diabetes, postherpetic neuralgia, fibromyalgia",,,,['prescription'],"['pain relief', 'diabetes', 'postherpetic neuralgia', 'fibromyalgia']",,,,,
pregnenolone,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
premarin,m,1,prescription,menopause,,,,['prescription'],['menopause'],,,,,
premphase,m,1,prescription,menopause,,,,['prescription'],['menopause'],,,,,
prempro,m,1,prescription,menopause,,,,['prescription'],['menopause'],,,,,
prenatal multivitamin,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
prenatal vitamin,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
prescription,m,1,category,general health,,,,['category'],['general health'],,,,,
preservision,m,1,brand,eye health,,,,['brand'],['eye health'],,,,,
prevacid,m,1,"prescription, otc","gerd, heartburn",,,proton pump inhibitor,"['prescription', 'otc']","['gerd', 'heartburn']",,,['proton pump inhibitor'],,
prilosec,m,1,otc,gerd,,,,['otc'],['gerd'],,,,,
primrose oil,m,2,supplement,"premenstrual syndrome, menopause, arthritis",,,,['supplement'],"['premenstrual syndrome', 'menopause', 'arthritis']",,,,,
pristiq,m,1,prescription,depression,,,,['prescription'],['depression'],,,,,
probiona,m,1,brand,digestive health,,,,['brand'],['digestive health'],,,,,
probiotic,m,1,category,digestive health,,,,['category'],['digestive health'],,,,,
procapil,m,1,supplement,hair loss,,,,['supplement'],['hair loss'],,,,,
progesterone,m,1,prescription,"regulate menstrual cycle, maintain pregnancy",female hormone,,,['prescription'],"['regulate menstrual cycle', 'maintain pregnancy']",['female hormone'],,,,
progynova,m,1,prescription,menopause,,,,['prescription'],['menopause'],,,,,
prometrium,m,1,prescription,menopause,,,,['prescription'],['menopause'],,,,,
propafenone,m,1,prescription,arrhythmia,,,,['prescription'],['arrhythmia'],,,,,
